Tanggal,Judul,URL,Sentimen
12-04-2022,BNI (BBNI) Gandeng ICC Indonesia Dorong UMKM Tembus Pasar Global,https://finansial.bisnis.com/read/20220412/90/1522365/bni-bbni-gandeng-icc-indonesia-dorong-umkm-tembus-pasar-global,Positif
15-10-2019,"APBD Jateng Naik Rp2,1 Triliun, Ganjar Fokus Tingkatkan Fasilitas Dasar",https://semarang.bisnis.com/read/20191015/535/1159486/apbd-jateng-naik-rp21-triliun-ganjar-fokus-tingkatkan-fasilitas-dasar,Positif
28-12-2018,Pasar Kendaraan Niaga di Jatim Diprediksi Tumbuh 5% Tahun Depan,https://surabaya.bisnis.com/read/20181228/532/873749/pasar-kendaraan-niaga-di-jatim-diprediksi-tumbuh-5-tahun-depan,Positif
30-06-2020,"Meski Gencar Restrukturisasi, Kredit Bermasalah Masih Berpotensi Meningkat",https://finansial.bisnis.com/read/20200630/90/1259851/meski-gencar-restrukturisasi-kredit-bermasalah-masih-berpotensi-meningkat,Positif
01-09-2023,"Jaga Laju Ekspansi Industri Manufaktur, Kemenperin Fokus Hilirisasi",https://ekonomi.bisnis.com/read/20230901/257/1690712/jaga-laju-ekspansi-industri-manufaktur-kemenperin-fokus-hilirisasi,Positif
25-08-2022,"Promo Tiket Pesawat Garuda dan Lion Air, Ini Caranya",https://ekonomi.bisnis.com/read/20220825/98/1570788/promo-tiket-pesawat-garuda-dan-lion-air-ini-caranya,Positif
05-08-2018,"HARGA BATU BARA, APBI Proyeksi Bakal Terus Menguat",https://ekonomi.bisnis.com/read/20180805/44/824471/harga-batu-bara-apbi-proyeksi-bakal-terus-menguat,Positif
19-06-2020,"Dukung Pengembangan Teknologi Asia Pasifik, Ini Langkah Huawei",https://teknologi.bisnis.com/read/20200619/84/1255234/dukung-pengembangan-teknologi-asia-pasifik-ini-langkah-huawei,Positif
09-12-2019,"Investasi Asing Bakal Deras 2020, Tapi Maybank Masih Konservatif",https://finansial.bisnis.com/read/20191209/90/1179539/investasi-asing-bakal-deras-2020-tapi-maybank-masih-konservatif,Positif
03-09-2021,TRJA Ekspansi Bisnis ke Kaltara di Kuartal III/2021,https://kalimantan.bisnis.com/read/20210903/408/1437834/trja-ekspansi-bisnis-ke-kaltara-di-kuartal-iii2021,Positif
13-09-2022,"Harga BBM Naik, Harga Produk di Indomaret dan Alfamart Bakal Naik?",https://ekonomi.bisnis.com/read/20220913/12/1577107/harga-bbm-naik-harga-produk-di-indomaret-dan-alfamart-bakal-naik,Positif
17-05-2022,"Terdorong Rilis Kinerja Emiten Kuartal I/2022, Besok IHSG Diprediksi Menguat",https://market.bisnis.com/read/20220517/189/1534071/terdorong-rilis-kinerja-emiten-kuartal-i2022-besok-ihsg-diprediksi-menguat,Positif
04-06-2022,"Formula E Sukses, Anies Baswedan: Kami Persembahkan untuk Ibu Pertiwi",https://kabar24.bisnis.com/read/20220604/15/1539968/formula-e-sukses-anies-baswedan-kami-persembahkan-untuk-ibu-pertiwi,Positif
25-09-2018,Polytron Indonesia Targetkan Penjualan Naik 10% pada 2018,https://ekonomi.bisnis.com/read/20180925/257/842143/polytron-indonesia-targetkan-penjualan-naik-10-pada-2018,Positif
13-11-2022,"Penjualan Eceran di Malang Tumbuh Positif, Ini Tiga Segmen Utamanya",https://surabaya.bisnis.com/read/20221113/531/1597773/penjualan-eceran-di-malang-tumbuh-positif-ini-tiga-segmen-utamanya,Positif
10-06-2018,Anggota Komisi VII Rofi Munawar: Pertamina Harus Antisipasi Lonjakan Kebutuhan BBM,https://kabar24.bisnis.com/read/20180610/15/805083/anggota-komisi-vii-rofi-munawar-pertamina-harus-antisipasi-lonjakan-kebutuhan-bbm,Positif
26-03-2023,Survei Indikator: Mayoritas Pemilih Golkar Dukung Anies Baswedan!,https://kabar24.bisnis.com/read/20230326/15/1640717/survei-indikator-mayoritas-pemilih-golkar-dukung-anies-baswedan,Positif
22-06-2018,"SMRC Perkirakan Pilkada Aman, Tak Ada Mobilisasi Opini Terkait SARA",https://kabar24.bisnis.com/read/20180622/15/808618/smrc-perkirakan-pilkada-aman-tak-ada-mobilisasi-opini-terkait-sara,Positif
01-06-2018,Bayi yang Dapat ASI Tumbuh Lebih Optimal,https://lifestyle.bisnis.com/read/20180601/106/801997/bayi-yang-dapat-asi-tumbuh-lebih-optimal,Positif
02-05-2023,"Pembelian Bensin Naik 40,78 Persen Selama Arus Mudik Lebaran 2023",https://market.bisnis.com/read/20230502/189/1652026/pembelian-bensin-naik-4078-persen-selama-arus-mudik-lebaran-2023,Positif
06-07-2023,"Jelajah Investasi Jateng, Gas Rawa Sragen Perlu Perhatian Khusus",https://semarang.bisnis.com/read/20230706/535/1672534/jelajah-investasi-jateng-gas-rawa-sragen-perlu-perhatian-khusus,Positif
19-07-2022,"BEM KM IPB Pecat Pengurus, Diduga Dukung LGBTQIA+",https://kabar24.bisnis.com/read/20220719/79/1556934/bem-km-ipb-pecat-pengurus-diduga-dukung-lgbtqia,Positif
09-07-2018,Harga Emas Menguat Paling Terting dalam Dua Pekan,https://market.bisnis.com/read/20180709/235/814677/harga-emas-menguat-paling-terting-dalam-dua-pekan,Positif
22-03-2022,"Investasi Berjangka untuk Pemula Mulai Rp500.000, Tertarik Mencoba?",https://market.bisnis.com/read/20220322/94/1513925/investasi-berjangka-untuk-pemula-mulai-rp500000-tertarik-mencoba,Positif
11-04-2018,Adrian Tirtadjaja: SUV Premium Semakin Tumbuh Pesat,https://otomotif.bisnis.com/read/20180411/275/783312/adrian-tirtadjaja-suv-premium-semakin-tumbuh-pesat,Positif
11-03-2019,"Tuan Rumah Moto GP 2021, Indonesia Incar Potensi Ekonomi",https://ekonomi.bisnis.com/read/20190311/9/898440/tuan-rumah-moto-gp-2021-indonesia-incar-potensi-ekonomi,Positif
21-09-2023,Resmi! Demokrat Deklarasi Dukung Prabowo Capres 2024,https://kabar24.bisnis.com/read/20230921/15/1697434/resmi-demokrat-deklarasi-dukung-prabowo-capres-2024,Positif
17-06-2020,"New Normal Dimulai, Ini Tips Berkendara Aman Bagi Bikers",https://otomotif.bisnis.com/read/20200617/273/1254121/new-normal-dimulai-ini-tips-berkendara-aman-bagi-bikers-,Positif
10-07-2019,Stakeholder Penerbangan Dukung Diskon Tiket Pesawat,https://ekonomi.bisnis.com/read/20190710/98/1122714/stakeholder-penerbangan-dukung-diskon-tiket-pesawat,Positif
24-09-2023,"Nilai Ekspor Jakarta Naik 4,48 Persen pada Awal Semester II/2023",https://jakarta.bisnis.com/read/20230924/77/1698007/nilai-ekspor-jakarta-naik-448-persen-pada-awal-semester-ii2023,Positif
17-06-2019,BI Jatim Temukan Potensi Baru Ekspor ke Singapura dan Jepang,https://surabaya.bisnis.com/read/20190617/532/934778/bi-jatim-temukan-potensi-baru-ekspor-ke-singapura-dan-jepang,Positif
26-05-2022,"RUU PPP Disahkan DPR, Apindo Ungkap Dampaknya ke Iklim Investasi",https://ekonomi.bisnis.com/read/20220526/9/1537182/ruu-ppp-disahkan-dpr-apindo-ungkap-dampaknya-ke-iklim-investasi,Positif
24-10-2018,"Dukung Bulan Inklusi, Uang Teman Gelar Roadshow 11 Kota",https://finansial.bisnis.com/read/20181024/89/852964/dukung-bulan-inklusi-uang-teman-gelar-roadshow-11-kota,Positif
22-01-2019,MPV Bekas Paling Laris di OLX pada 2018,https://otomotif.bisnis.com/read/20190122/275/881478/mpv-bekas-paling-laris-di-olx-pada-2018,Positif
11-11-2020,Sewa Flat & Unit Kondominium di Singapura Terus Meningkat,https://ekonomi.bisnis.com/read/20201111/47/1316615/sewa-flat-unit-kondominium-di-singapura-terus-meningkat,Positif
01-12-2022,"Bakal Cawapres 2024, Survei Indikator Sebut Dukungan Kepada Erick Thohir Makin Menguat",https://kabar24.bisnis.com/read/20221201/15/1604536/bakal-cawapres-2024-survei-indikator-sebut-dukungan-kepada-erick-thohir-makin-menguat,Positif
02-11-2022,"Emiten Crazy Rich Surabaya Hermanto Tanoko Tebar Dividen Rp14,93 Miliar",https://market.bisnis.com/read/20221102/192/1594083/emiten-crazy-rich-surabaya-hermanto-tanoko-tebar-dividen-rp1493-miliar,Positif
07-04-2019,"Hasil Basket NBA, Sixers Sukses Jinakkan Bulls 116 - 96",https://bola.bisnis.com/read/20190407/60/908895/hasil-basket-nba-sixers-sukses-jinakkan-bulls-116-96,Positif
09-09-2019,Apresiasi Rupiah Jadi Sentimen Positif untuk Lelang SUN,https://market.bisnis.com/read/20190909/92/1146204/apresiasi-rupiah-jadi-sentimen-positif-untuk-lelang-sun,Positif
01-05-2020,Kemenag Apresiasi Warga yang Mau Beribadah di Rumah Saat Pandemi,https://kabar24.bisnis.com/read/20200501/15/1235378/kemenag-apresiasi-warga-yang-mau-beribadah-di-rumah-saat-pandemi,Positif
17-05-2018,"Harga Daging Babi Merangkak Naik, Peternak Sambut Baik",https://bali.bisnis.com/read/20180517/538/796628/harga-daging-babi-merangkak-naik-peternak-sambut-baik,Positif
30-07-2023,"Prospek Sektor Konstruksi Usai JKON Masuk IDX BUMN 20, Menarik?",https://market.bisnis.com/read/20230730/7/1679613/prospek-sektor-konstruksi-usai-jkon-masuk-idx-bumn-20-menarik,Positif
09-11-2019,Ini 5 Alasan Perusahaan Indonesia Investasi di Ethiopia,https://ekonomi.bisnis.com/read/20191109/9/1168686/ini-5-alasan-perusahaan-indonesia-investasi-di-ethiopia,Positif
01-11-2021,"Targetkan Jumlah UPZ Meningkat, Baznas Dorong Penambahan UPZ BUMN",https://kabar24.bisnis.com/read/20211101/79/1460875/targetkan-jumlah-upz-meningkat-baznas-dorong-penambahan-upz-bumn,Positif
07-06-2019,"JELAJAH LEBARAN JAWA-BALI 2019: H+1 Lebaran, Konsumsi Bright Gas Meningkat 28 Persen",https://ekonomi.bisnis.com/read/20190607/44/931669/jelajah-lebaran-jawa-bali-2019-h1-lebaran-konsumsi-bright-gas-meningkat-28-persen,Positif
22-12-2018,Fitra Apresiasi Performa APBN 2018,https://kabar24.bisnis.com/read/20181222/15/872266/fitra-apresiasi-performa-apbn-2018,Positif
21-01-2018,Gaya Endorsment Presiden Jokowi Dorong Brand Value Produk Lokal,https://ekonomi.bisnis.com/read/20180121/257/728805/gaya-endorsment-presiden-jokowi-dorong-brand-value-produk-lokal,Positif
26-01-2021,Investor Fest 2021 Kupas Investasi dari Forex dan Cryptocurrency,https://entrepreneur.bisnis.com/read/20210126/263/1348790/investor-fest-2021-kupas-investasi-dari-forex-dan-cryptocurrency,Positif
12-04-2018,"Kuartal I/2018, Volume Penjualan Semen Indonesia (SMGR) Hanya Tumbuh 1,14%",https://market.bisnis.com/read/20180412/192/783836/kuartal-i2018-volume-penjualan-semen-indonesia-smgr-hanya-tumbuh-114,Positif
03-09-2021,Pembentukan Subholding Upstream Pertamina Diklaim Percepat Proses Investasi,https://ekonomi.bisnis.com/read/20210903/44/1437866/pembentukan-subholding-upstream-pertamina-diklaim-percepat-proses-investasi,Positif
29-05-2020,"KSK Insurance Cetak Laba Bersih Rp4,28 Miliar, Tumbuh 49,82 Persen Pada 2019",https://finansial.bisnis.com/read/20200529/215/1246337/ksk-insurance-cetak-laba-bersih-rp428-miliar-tumbuh-4982-persen-pada-2019,Positif
08-01-2021,Indeks MSCI Emerging Market Cetak Rekor Tertinggi,https://market.bisnis.com/read/20210108/7/1340610/indeks-msci-emerging-market-cetak-rekor-tertinggi,Positif
15-04-2021,"Dukung Merger Kemendikbud dan Kemenristek, Ini Alasan Wakil Ketua DPR",https://kabar24.bisnis.com/read/20210415/79/1381881/dukung-merger-kemendikbud-dan-kemenristek-ini-alasan-wakil-ketua-dpr,Positif
10-10-2018,Pasar LED TV pada 2018 Diproyeksi Kembali Tumbuh,https://ekonomi.bisnis.com/read/20181010/257/847974/pasar-led-tv-pada-2018-diproyeksi-kembali-tumbuh,Positif
11-11-2018,"Tahun Depan, APBD Gorontalo Naik jadi Rp1,95 triliun",https://sulawesi.bisnis.com/read/20181111/539/858743/tahun-depan-apbd-gorontalo-naik-jadi-rp195-triliun,Positif
11-11-2019,Bappebti Dorong Penguatan Sistem Resi Gudang di Desa-desa,https://market.bisnis.com/read/20191111/94/1169224/bappebti-dorong-penguatan-sistem-resi-gudang-di-desa-desa,Positif
25-06-2023,"Produsen Es Krim Campina (CAMP) Tebar Dividen Rp117,7 Miliar, Intip Jadwalnya",https://market.bisnis.com/read/20230625/192/1668918/produsen-es-krim-campina-camp-tebar-dividen-rp1177-miliar-intip-jadwalnya,Positif
27-10-2023,Data Center Anthoni Salim (DCII) Peroleh Laba Bersih Rp370 Miliar,https://market.bisnis.com/read/20231027/7/1708685/data-center-anthoni-salim-dcii-peroleh-laba-bersih-rp370-miliar,Positif
07-03-2022,"BI Dorong UMKM Naik Kelas Melalui SIAPIK, Apa Itu?",https://ekonomi.bisnis.com/read/20220307/9/1507812/bi-dorong-umkm-naik-kelas-melalui-siapik-apa-itu,Positif
13-11-2018,"Gaet Investasi, Pemerintah Bahas Relaksasi Industri Serbuk Karet dan Rokok",https://ekonomi.bisnis.com/read/20181113/9/859537/gaet-investasi-pemerintah-bahas-relaksasi-industri-serbuk-karet-dan-rokok,Positif
23-01-2022,Risau Investasi Jumbo BPJS Ketenagakerjaan & Sinyal Pelipur Lara dari Bursa Efek Indonesia,https://finansial.bisnis.com/read/20220123/215/1492408/risau-investasi-jumbo-bpjs-ketenagakerjaan-sinyal-pelipur-lara-dari-bursa-efek-indonesia,Positif
12-07-2019,"Raih Penghargaan BIA 2019, HOKI Lanjutkan Kinerja Positif",https://ekonomi.bisnis.com/read/20190712/12/1123727/raih-penghargaan-bia-2019-hoki-lanjutkan-kinerja-positif,Positif
04-12-2020,14 Petugas Pilkada di Balikpapan Positif Covid-19,https://kalimantan.bisnis.com/read/20201204/407/1326668/14-petugas-pilkada-di-balikpapan-positif-covid-19,Positif
13-09-2020,"Garap Potensi Industri Halal, BNI Syariah Fokus Produk Digital",https://finansial.bisnis.com/read/20200913/231/1291048/garap-potensi-industri-halal-bni-syariah-fokus-produk-digital,Positif
12-01-2023,"Penjualan Mobil Hidrogen Global Tumbuh 14,2 Persen, Hyundai Teratas",https://otomotif.bisnis.com/read/20230112/46/1617768/penjualan-mobil-hidrogen-global-tumbuh-142-persen-hyundai-teratas,Positif
25-08-2023,BI Kepri Pecahkan Rekor Edukasi CBP Rupiah Terbanyak di Wilayah Kepulauan,https://sumatra.bisnis.com/read/20230825/534/1688437/bi-kepri-pecahkan-rekor-edukasi-cbp-rupiah-terbanyak-di-wilayah-kepulauan,Positif
12-12-2019,Pengusaha India Janjikan Investasi Miliaran Dolar ke Wapres Ma'ruf,https://kabar24.bisnis.com/read/20191212/15/1180969/pengusaha-india-janjikan-investasi-miliaran-dolar-ke-wapres-maruf,Positif
22-07-2020,"Duh Produk Jouska Tak Terdaftar di OJK, Investasi Bodong?",https://finansial.bisnis.com/read/20200722/55/1269914/duh-produk-jouska-tak-terdaftar-di-ojk-investasi-bodong,Positif
04-10-2022,"ASII, AALI, BBCA Royal Dividen, Cek Saham IDX High Dividend 20 Potensial",https://market.bisnis.com/read/20221004/189/1584298/asii-aali-bbca-royal-dividen-cek-saham-idx-high-dividend-20-potensial,Positif
19-04-2018,Ekspor Bijih Nikel Indonesia Diprediksi Naik 2 Kali Lipat,https://market.bisnis.com/read/20180419/94/786626/ekspor-bijih-nikel-indonesia-diprediksi-naik-2-kali-lipat,Positif
23-01-2022,Investasi PLTS Atap Diproyeksikan Melesat,https://ekonomi.bisnis.com/read/20220123/44/1492385/investasi-plts-atap-diproyeksikan-melesat,Positif
25-10-2023,Penyebab Laba Emiten TP Rachmat (DRMA) Melesat 107% Kuartal III/2023,https://market.bisnis.com/read/20231025/192/1707970/penyebab-laba-emiten-tp-rachmat-drma-melesat-107-kuartal-iii2023,Positif
25-05-2023,"Bunga Acuan BI Tetap, Sinyal Positif Bank Akselerasi Penyaluran Kredit",https://finansial.bisnis.com/read/20230525/90/1659443/bunga-acuan-bi-tetap-sinyal-positif-bank-akselerasi-penyaluran-kredit,Positif
23-01-2018,Performa Saham Emiten Baru: Kisah di Balik Kinerja Cemerlang,https://market.bisnis.com/read/20180123/192/729849/performa-saham-emiten-baru-kisah-di-balik-kinerja-cemerlang,Positif
20-04-2022,"Tarif Tiket Pesawat Naik, Ini Kata Bos Garuda (GIAA)",https://ekonomi.bisnis.com/read/20220420/98/1525181/tarif-tiket-pesawat-naik-ini-kata-bos-garuda-giaa,Positif
15-11-2022,Oppo Optimistis Permintaan Ponsel Naik saat Nataru 2022,https://teknologi.bisnis.com/read/20221115/280/1598543/oppo-optimistis-permintaan-ponsel-naik-saat-nataru-2022,Positif
05-07-2022,"5 Daftar Vaksin Covid-19 yang Haram, Tapi Aman Digunakan",https://lifestyle.bisnis.com/read/20220705/106/1551694/5-daftar-vaksin-covid-19-yang-haram-tapi-aman-digunakan,Positif
05-02-2019,PLN Optimis Tahun ini Bakal Untung,https://ekonomi.bisnis.com/read/20190205/44/885691/pln-optimis-tahun-ini-bakal-untung,Positif
04-08-2022,BPOM Dorong Kemandirian Produksi Obat Herbal Lokal,https://lifestyle.bisnis.com/read/20220804/106/1563296/bpom-dorong-kemandirian-produksi-obat-herbal-lokal,Positif
10-07-2023,"HUT ke-58, Telkom Komitmen Dorong Transformasi Enterprise hingga UKM",https://teknologi.bisnis.com/read/20230710/101/1673291/hut-ke-58-telkom-komitmen-dorong-transformasi-enterprise-hingga-ukm,Positif
21-01-2023,"Begini Cara Mengambil Uang di ATM yang Aman, Bisa Tanpa Kartu",https://finansial.bisnis.com/read/20230121/90/1620403/begini-cara-mengambil-uang-di-atm-yang-aman-bisa-tanpa-kartu,Positif
04-03-2021,Tingkat Sewa Rumah Mewah di Hong Kong Catat Rekor Baru Tertinggi,https://ekonomi.bisnis.com/read/20210304/47/1364104/tingkat-sewa-rumah-mewah-di-hong-kong-catat-rekor-baru-tertinggi,Positif
07-01-2021,Anda Baru Beli Motor Bekas? Sebaiknya Ganti 3 Komponen Ini,https://otomotif.bisnis.com/read/20210107/273/1340155/anda-baru-beli-motor-bekas-sebaiknya-ganti-3-komponen-ini,Positif
05-04-2018,"Pasokan Kebutuhan untuk IMF Aman, Hanya Bawang Putih Belum Cukup",https://bali.bisnis.com/read/20180405/538/780974/pasokan-kebutuhan-untuk-imf-aman-hanya-bawang-putih-belum-cukup,Positif
17-07-2020,"Jaga Kas, Lippo Karawaci (LPKR) Absen Bagi Dividen",https://market.bisnis.com/read/20200717/192/1267735/jaga-kas-lippo-karawaci-lpkr-absen-bagi-dividen,Positif
23-06-2019,Asean Dukung Anggota Hadapi Perlakuan Tak Adil terhadap Sawit,https://ekonomi.bisnis.com/read/20190623/12/936830/asean-dukung-anggota-hadapi-perlakuan-tak-adil-terhadap-sawit,Positif
09-08-2023,Cara Beli Tiket The Moon di Bioskop Tanpa Antre,https://lifestyle.bisnis.com/read/20230809/254/1683360/cara-beli-tiket-the-moon-di-bioskop-tanpa-antre,Positif
28-04-2021,Adira Insurance Ingatkan Potensi Laka Lantas Akibat Perilaku Pengendara,https://finansial.bisnis.com/read/20210428/215/1387713/adira-insurance-ingatkan-potensi-laka-lantas-akibat-perilaku-pengendara,Positif
27-09-2018,"BI 7DRRR Naik, BRI Tidak Akan  Buru-buru Naikkan Bunga",https://finansial.bisnis.com/read/20180927/90/843135/bi-7drrr-naik-bri-tidak-akan-buru-buru-naikkan-bunga,Positif
15-11-2018,"Ekspor Manufaktur pada Oktober 2018 Tumbuh 5,71% Secara Tahunan",https://ekonomi.bisnis.com/read/20181115/257/860429/ekspor-manufaktur-pada-oktober-2018-tumbuh-571-secara-tahunan,Positif
14-12-2022,"Bentuk Perusahaan Patungan, Investree Bakal Ekspansi ke Qatar",https://finansial.bisnis.com/read/20221214/563/1608477/bentuk-perusahaan-patungan-investree-bakal-ekspansi-ke-qatar,Positif
26-10-2023,"Premi Asuransi Umum di Wilayah OJK Malang Tumbuh 73,35%",https://surabaya.bisnis.com/read/20231026/531/1708382/premi-asuransi-umum-di-wilayah-ojk-malang-tumbuh-7335,Positif
17-10-2019,"Pasokan AS Meningkat, Harga Minyak Dunia Tertekan",https://market.bisnis.com/read/20191017/94/1160380/pasokan-as-meningkat-harga-minyak-dunia-tertekan,Positif
13-05-2018,ASURANSI TERORISME-SABOTASE: Potensi Meningkat di Tahun Politik,https://finansial.bisnis.com/read/20180513/215/794542/asuransi-terorisme-sabotase-potensi-meningkat-di-tahun-politik,Positif
22-10-2019,Tarif Parkir di Jakarta Diusulkan Naik 30 Persen,https://jakarta.bisnis.com/read/20191022/77/1162243/tarif-parkir-di-jakarta-diusulkan-naik-30-persen-,Positif
31-08-2018,"Ternyata, Masa Lalu Orang Tua Pengaruhi Tumbuh Kembang Anak",https://lifestyle.bisnis.com/read/20180831/220/833927/ternyata-masa-lalu-orang-tua-pengaruhi-tumbuh-kembang-anak-,Positif
03-07-2023,"Libur Iduladha, 1 Juta Orang Naik Pesawat dari Bandara AP I",https://ekonomi.bisnis.com/read/20230703/98/1671294/libur-iduladha-1-juta-orang-naik-pesawat-dari-bandara-ap-i,Positif
18-04-2021,"Anteraja Bikin Pendapatan ASSA Tumbuh 30,12 Persen pada 2020",https://market.bisnis.com/read/20210418/192/1382769/anteraja-bikin-pendapatan-assa-tumbuh-3012-persen-pada-2020,Positif
29-07-2023,"Kalahkan Dewa United, Posisi Bali United di Klasemen Naik ke Peringkat Tiga",https://bola.bisnis.com/read/20230729/398/1679476/kalahkan-dewa-united-posisi-bali-united-di-klasemen-naik-ke-peringkat-tiga,Positif
18-11-2022,Jokowi Lobi Pengusaha Hong Kong Investasi di Proyek IKN,https://ekonomi.bisnis.com/read/20221118/45/1599828/jokowi-lobi-pengusaha-hong-kong-investasi-di-proyek-ikn,Positif
10-11-2022,"Laba Bersih Smartfren (FREN) Meroket Jadi Rp1,6 Triliun, Cuan dari Moratelindo",https://market.bisnis.com/read/20221110/192/1597024/laba-bersih-smartfren-fren-meroket-jadi-rp16-triliun-cuan-dari-moratelindo,Positif
17-04-2021,"Hanya 2 Menit, Anies Sukses Yakinkan Sekjen PBB Soal Dukungan Aksi Iklim",https://kabar24.bisnis.com/read/20210417/15/1382508/hanya-2-menit-anies-sukses-yakinkan-sekjen-pbb-soal-dukungan-aksi-iklim,Positif
23-05-2018,Stok Beras Jateng Aman Sampai 4 Bulan Kedepan,https://semarang.bisnis.com/read/20180523/535/799001/stok-beras-jateng-aman-sampai-4-bulan-kedepan,Positif
13-01-2023,Ketua Umum Bantah Isu Mantan Kepala Desa se-Jabar Dukung Ganjar Pranowo,https://bandung.bisnis.com/read/20230113/549/1618015/ketua-umum-bantah-isu-mantan-kepala-desa-se-jabar-dukung-ganjar-pranowo,Positif
22-07-2023,Pemprov Jatim Komitmen Dukung Rumah Restorative Justice,https://surabaya.bisnis.com/read/20230722/531/1677170/pemprov-jatim-komitmen-dukung-rumah-restorative-justice,Positif
06-02-2023,Dana Kelolaan Reksa Dana Berpotensi Tumbuh pada Februari 2023,https://market.bisnis.com/read/20230206/92/1625379/dana-kelolaan-reksa-dana-berpotensi-tumbuh-pada-februari-2023,Positif
